Symbol,Price,Type,Strike,Exp Date,DTE,Bid,Midpoint,Ask,Last,Volume,Open Int,Vol/OI,IV,Time
WMT,115.44,Put,116,9/13/2019,8,1.33,1.37,1.4,1.4,929,306,3.04,16.51%,9/5/2019
WMT,115.44,Put,85,10/18/2019,43,0.01,0.03,0.05,0.04,1026,338,3.04,38.14%,9/5/2019
TWTR,45.3,Put,45,10/18/2019,43,1.96,1.98,2,1.98,1208,398,3.04,35.30%,9/5/2019
BBBY,10.13,Put,10,9/13/2019,8,0.43,0.49,0.54,0.47,685,226,3.03,90.01%,9/5/2019
TSLA,229.58,Put,222.5,9/13/2019,8,2.89,2.93,2.96,2.9,894,295,3.03,43.44%,9/5/2019
MOS,19.38,Call,20,9/20/2019,15,0.31,0.33,0.34,0.35,1739,574,3.03,37.98%,9/5/2019
WORK,30.01,Call,31,9/20/2019,15,1,1.05,1.1,1.1,5032,1661,3.03,62.25%,9/5/2019
XLNX,105.3,Call,107,9/13/2019,8,1.23,1.26,1.29,1.09,697,231,3.02,28.66%,9/5/2019
FB,190.9,Put,192.5,9/20/2019,15,4.5,4.58,4.65,4.7,1075,356,3.02,25.43%,9/5/2019
ADBE,287.75,Put,277.5,9/6/2019,1,0.06,0.1,0.13,0.09,937,311,3.01,39.27%,9/5/2019
ROKU,166.93,Put,160,9/13/2019,8,3.15,3.2,3.25,3.2,3425,1137,3.01,62.91%,9/5/2019
TSLA,229.58,Put,230,9/13/2019,8,5.8,5.82,5.85,5.85,745,248,3,41.94%,9/5/2019
MU,49.03,Put,48,9/27/2019,22,1.98,1.99,2.01,1.99,806,269,3,52.62%,9/5/2019
TWTR,45.3,Call,48,9/13/2019,8,0.17,0.18,0.19,0.18,833,279,2.99,36.12%,9/5/2019
WMT,115.44,Put,117,9/6/2019,1,1.52,1.56,1.6,1.07,503,169,2.98,0.00%,9/5/2019
OSTK,16.14,Put,15,9/6/2019,1,0,0.08,0.15,0.15,746,250,2.98,165.88%,9/5/2019
GS,207.05,Call,212.5,9/6/2019,1,0.03,0.05,0.07,0.05,1311,440,2.98,28.28%,9/5/2019
MU,49.03,Put,40.5,10/11/2019,36,0.47,0.5,0.53,0.56,2017,677,2.98,56.73%,9/5/2019
MO,43.85,Put,44,9/6/2019,1,0.27,0.34,0.41,0.31,3162,1065,2.97,24.94%,9/5/2019
AEO,16.28,Call,17,1/17/2020,134,1.4,1.45,1.5,1.4,854,289,2.96,42.03%,9/5/2019
LULU,188.41,Put,172.5,9/6/2019,1,2.37,2.76,3.15,3,1061,358,2.96,232.54%,9/5/2019
CIEN,39.62,Put,37.5,9/6/2019,1,0.03,0.06,0.09,0.05,649,220,2.95,73.23%,9/5/2019
BA,360.3,Put,365,9/6/2019,1,5,5.15,5.3,5.15,1614,548,2.95,26.35%,9/5/2019
JPM,112.37,Call,114,9/6/2019,1,0.06,0.08,0.1,0.08,2095,710,2.95,23.19%,9/5/2019
NFLX,293.25,Put,287.5,9/6/2019,1,0.52,0.54,0.56,0.53,5459,1849,2.95,39.27%,9/5/2019
LULU,188.41,Call,192.5,9/6/2019,1,6.85,7.05,7.25,6.85,871,297,2.93,219.86%,9/5/2019
BIDU,104.12,Call,106,9/6/2019,1,0.12,0.14,0.16,0.14,1492,511,2.92,32.85%,9/5/2019
KR,24.83,Call,25,9/27/2019,22,1.05,1.09,1.13,1.09,1878,644,2.92,47.52%,9/5/2019
X,11.6,Put,11.5,9/20/2019,15,0.43,0.44,0.45,0.43,2289,784,2.92,51.74%,9/5/2019
KHC,26.59,Put,20,3/20/2020,197,0.5,0.53,0.55,0.5,901,310,2.91,38.72%,9/5/2019
XOM,70.27,Call,70.5,9/6/2019,1,0.18,0.19,0.2,0.26,1395,479,2.91,24.62%,9/5/2019
MU,49.03,Call,49.5,9/6/2019,1,0.23,0.25,0.26,0.25,2046,704,2.91,43.27%,9/5/2019
TWTR,45.3,Call,44.5,9/6/2019,1,0.86,0.89,0.91,0.9,4286,1474,2.91,39.20%,9/5/2019
TWTR,45.3,Put,43.5,9/13/2019,8,0.27,0.28,0.28,0.27,776,268,2.9,34.44%,16:12 ET
BA,360.3,Put,357.5,9/6/2019,1,1.16,1.22,1.28,1.2,954,329,2.9,31.30%,16:14 ET
GS,207.05,Put,205,9/6/2019,1,0.39,0.43,0.47,0.38,1012,349,2.9,26.09%,16:12 ET
LULU,188.41,Put,167.5,9/6/2019,1,1.65,1.83,2,1.95,1216,420,2.9,234.02%,16:15 ET
NFLX,293.25,Call,285,10/4/2019,29,15.5,15.85,16.2,14.8,799,277,2.88,30.28%,13:19 ET
XEC,43.18,Put,55,1/17/2020,134,12.6,13.05,13.5,13.1,500,174,2.87,48.30%,15:57 ET
NFLX,293.25,Put,290,9/6/2019,1,0.97,1,1.03,1,5936,2070,2.87,37.26%,16:15 ET
WFC,47.62,Call,52.5,12/20/2019,106,0.59,0.6,0.6,0.59,7009,2443,2.87,19.99%,16:05 ET
CGC,26.4,Put,30,9/20/2019,15,4,4.13,4.25,4.24,6043,2116,2.86,85.95%,15:51 ET
LLY,114.6,Call,116,9/13/2019,8,0.79,0.82,0.85,0.81,508,178,2.85,20.28%,16:14 ET
CLDR,8.28,Call,9,9/20/2019,15,0.1,0.13,0.15,0.13,741,260,2.85,55.34%,15:59 ET
LULU,188.41,Put,145,9/6/2019,1,0.12,0.16,0.19,0.17,870,306,2.84,247.26%,16:12 ET
SRPT,89.02,Call,110,10/18/2019,43,0.81,1.4,1.99,1.28,1001,353,2.84,55.33%,12:42 ET
ROKU,166.93,Put,162.5,9/13/2019,8,4,4.05,4.1,4.06,1242,438,2.84,62.20%,16:14 ET
FB,190.9,Call,195,9/6/2019,1,0.07,0.08,0.08,0.07,8824,3118,2.83,26.21%,16:14 ET
ROKU,166.93,Call,167.5,9/6/2019,1,1.99,2.07,2.15,2.03,9826,3475,2.83,65.86%,16:14 ET
SAIC,90.44,Call,95,9/20/2019,15,2.35,3.08,3.8,2.45,1342,476,2.82,57.76%,16:14 ET
BA,360.3,Call,367.5,9/6/2019,1,0.16,0.21,0.25,0.2,2212,786,2.81,27.34%,16:14 ET
X,11.6,Call,11,10/18/2019,43,1.17,1.18,1.19,1.2,6119,2179,2.81,55.11%,16:01 ET
MO,43.85,Put,43,9/13/2019,8,0.48,0.51,0.54,0.52,1017,363,2.8,34.63%,16:14 ET
IBM,140.97,Call,141,9/6/2019,1,0.64,0.67,0.7,0.67,1174,419,2.8,23.13%,16:13 ET
MO,43.85,Call,43.5,9/13/2019,8,0.68,0.71,0.73,0.74,1181,422,2.8,20.75%,16:11 ET
ROKU,166.93,Put,157.5,9/6/2019,1,0.19,0.22,0.25,0.24,5241,1872,2.8,78.86%,16:14 ET
CLDR,8.28,Call,8.5,9/13/2019,8,0.2,0.23,0.25,0.2,11698,4172,2.8,59.69%,16:14 ET
LULU,188.41,Put,180,9/13/2019,8,6,6.05,6.1,6.01,1549,555,2.79,88.97%,16:15 ET
ULTA,236.71,Call,245,9/20/2019,15,3.1,3.25,3.4,3.31,13525,4843,2.79,33.79%,16:14 ET
PSTG,17.29,Call,17.5,10/18/2019,43,0.8,0.83,0.85,0.85,917,330,2.78,39.18%,15:30 ET
WYNN,111.33,Put,105,10/18/2019,43,3.3,3.38,3.45,3.4,1092,393,2.78,41.54%,16:11 ET
GS,207.05,Call,210,9/6/2019,1,0.18,0.22,0.25,0.29,2008,724,2.77,28.58%,16:13 ET
LULU,188.41,Put,175,9/6/2019,1,3.65,3.93,4.2,3.71,2289,826,2.77,233.45%,16:14 ET
ROKU,166.93,Put,162.5,9/6/2019,1,0.76,0.79,0.82,0.83,7072,2549,2.77,70.71%,16:14 ET
TWLO,129.73,Put,95,1/17/2020,134,2.85,2.98,3.1,2.93,923,335,2.76,52.75%,16:07 ET
BAC,28.12,Call,31,3/20/2020,197,0.93,0.95,0.97,0.95,1864,676,2.76,22.83%,16:05 ET
ROKU,166.93,Call,190,10/18/2019,43,5,5.15,5.3,5.15,1056,384,2.75,55.72%,16:12 ET
GOLD,18.4,Call,19,9/6/2019,1,0.03,0.07,0.1,0.05,2092,760,2.75,61.24%,16:12 ET
JPM,112.37,Call,113,9/13/2019,8,1.03,1.06,1.08,1.07,2626,955,2.75,20.13%,16:14 ET
AEM,61.34,Call,70,10/18/2019,43,0.49,0.53,0.56,0.55,749,273,2.74,34.77%,14:38 ET
AMZN,1840.72,Call,1900,9/13/2019,8,2.6,2.68,2.75,2.66,1778,648,2.74,17.45%,16:14 ET
SLB,34.06,Call,42.5,1/15/2021,498,1.87,1.94,2,2.1,4002,1458,2.74,28.10%,11:39 ET
GS,207.05,Call,210,9/13/2019,8,1.4,1.44,1.47,1.5,1429,526,2.72,21.85%,16:14 ET
TOT,50.41,Call,52.5,9/20/2019,15,0.15,0.2,0.25,0.2,2341,861,2.72,20.76%,15:51 ET
BA,360.3,Call,362.5,9/13/2019,8,4.35,4.48,4.6,4.62,597,220,2.71,26.15%,16:12 ET
ROKU,166.93,Call,172.5,9/6/2019,1,0.6,0.63,0.65,0.65,5756,2126,2.71,70.80%,16:14 ET
WORK,30.01,Put,27,10/18/2019,43,0.8,0.93,1.05,0.92,521,193,2.7,54.27%,16:13 ET
JD,30.84,Call,32,9/13/2019,8,0.2,0.21,0.21,0.21,1051,389,2.7,33.54%,16:14 ET
NVDA,179.74,Put,180,10/18/2019,43,8.45,8.58,8.7,8.59,700,260,2.69,35.30%,16:14 ET
FIZZ,40.65,Put,40,10/18/2019,43,3.5,3.5,3.5,3.5,1618,602,2.69,70.20%,16:15 ET
AEO,16.28,Call,16,9/6/2019,1,0.3,0.35,0.4,0.3,1600,597,2.68,31.07%,16:05 ET
MSFT,140.05,Put,136,9/13/2019,8,0.45,0.48,0.51,0.49,1790,668,2.68,22.93%,16:15 ET
PYPL,111.46,Call,111,9/13/2019,8,1.73,1.77,1.81,1.74,584,219,2.67,22.40%,16:03 ET
QCOM,78.99,Call,79,9/20/2019,15,1.54,1.59,1.63,1.56,1394,522,2.67,23.98%,16:11 ET
DVN,23.5,Put,25,9/20/2019,15,1.68,1.76,1.83,1.71,1006,378,2.66,38.27%,16:05 ET
BP,37.37,Put,36,11/15/2019,71,0.91,0.93,0.94,0.87,1234,464,2.66,23.42%,12:58 ET
AMC,12.02,Call,10,9/20/2019,15,1.95,2.03,2.1,2,3108,1172,2.65,16.41%,15:16 ET
FB,190.9,Put,187.5,9/6/2019,1,0.2,0.23,0.25,0.19,4183,1581,2.65,30.23%,16:15 ET
LULU,188.41,Call,210,9/13/2019,8,2.3,2.38,2.46,2.4,729,276,2.64,81.15%,16:14 ET
ATVI,54.58,Call,54.5,9/6/2019,1,0.48,0.49,0.5,0.49,766,290,2.64,39.27%,16:14 ET
WBA,52.33,Call,53.5,9/20/2019,15,0.47,0.49,0.51,0.49,2387,905,2.64,22.17%,16:03 ET
NKE,88.42,Call,88,9/27/2019,22,2.86,2.96,3.05,2.99,566,215,2.63,31.48%,16:04 ET
ABBV,67.03,Put,40,6/19/2020,288,0.42,0.54,0.66,0.58,2000,762,2.62,40.83%,14:08 ET
LULU,188.41,Put,177.5,9/6/2019,1,4,4.43,4.85,4.47,782,300,2.61,232.72%,16:14 ET
AMZN,1840.72,Call,1870,9/6/2019,1,0.82,0.85,0.87,0.87,1181,452,2.61,22.17%,16:15 ET
PANW,212.05,Put,200,9/6/2019,1,0.04,0.06,0.07,0.07,1849,708,2.61,58.86%,16:11 ET
AMZN,1840.72,Call,1860,9/6/2019,1,1.71,1.81,1.9,1.82,3392,1300,2.61,20.73%,16:14 ET
NFLX,293.25,Put,285,9/6/2019,1,0.25,0.29,0.33,0.29,6622,2539,2.61,42.04%,16:15 ET
AMZN,1840.72,Put,1850,9/6/2019,1,12.25,12.95,13.65,13.09,642,247,2.6,19.83%,16:14 ET
TWLO,129.73,Call,130,9/6/2019,1,1.08,1.12,1.16,1.12,1273,489,2.6,45.98%,16:14 ET
TWLO,129.73,Put,128,9/6/2019,1,0.55,0.6,0.64,0.6,544,210,2.59,47.80%,16:13 ET
LULU,188.41,Put,165,9/13/2019,8,1.98,2.06,2.14,2.05,706,273,2.59,91.46%,16:15 ET
LULU,188.41,Call,190,9/13/2019,8,8.75,8.98,9.2,8.91,727,281,2.59,86.37%,16:14 ET
FB,190.9,Put,192.5,9/13/2019,8,3.45,3.5,3.55,3.5,864,334,2.59,23.64%,16:10 ET
AMZN,1840.72,Call,1830,9/6/2019,1,14.05,14.5,14.95,14.37,4766,1842,2.59,20.33%,16:14 ET
BAC,28.12,Call,29,9/13/2019,8,0.11,0.11,0.12,0.12,10262,3967,2.59,24.79%,16:15 ET
FDX,164.38,Call,160,9/6/2019,1,4.25,4.43,4.6,4.72,2223,862,2.58,49.99%,16:01 ET
ULTA,236.71,Call,235,9/6/2019,1,2.55,2.75,2.95,2.9,1227,478,2.57,38.91%,16:12 ET
C,66.34,Call,68,9/6/2019,1,0.01,0.02,0.03,0.03,1886,735,2.57,30.88%,16:14 ET
TEVA,6.89,Call,6,10/18/2019,43,1.19,1.22,1.25,1.23,5774,2246,2.57,78.04%,16:13 ET
ROKU,166.93,Call,180,9/6/2019,1,0.06,0.1,0.13,0.09,6483,2520,2.57,77.98%,16:14 ET
AMZN,1840.72,Call,1855,9/6/2019,1,2.39,2.63,2.86,2.65,1069,418,2.56,20.12%,16:14 ET
MA,292.08,Call,290,9/6/2019,1,2.56,2.64,2.71,2.45,1358,531,2.56,18.06%,16:10 ET
AMZN,1840.72,Call,1820,9/13/2019,8,31.2,33.5,35.8,34,722,283,2.55,19.93%,16:13 ET
ROKU,166.93,Call,185,9/20/2019,15,2.32,2.34,2.37,2.34,1754,688,2.55,59.42%,16:14 ET
KO,55.12,Call,56,9/6/2019,1,0,0.02,0.04,0.02,1880,736,2.55,20.83%,16:13 ET
V,184.73,Put,160,9/27/2019,22,0.16,0.44,0.72,0.28,656,258,2.54,35.04%,14:02 ET
EVRI,8.68,Call,10,12/20/2019,106,0.5,0.58,0.65,0.5,987,388,2.54,50.55%,13:49 ET
ZM,92.69,Put,80,9/6/2019,1,0.8,0.9,1,0.81,1152,455,2.53,257.85%,16:14 ET
AMD,31.5,Put,32,9/6/2019,1,0.59,0.61,0.63,0.61,5708,2260,2.53,44.76%,16:14 ET
GS,207.05,Put,207.5,9/6/2019,1,1.26,1.33,1.39,1.34,620,246,2.52,25.58%,16:14 ET
LULU,188.41,Call,222.5,9/6/2019,1,0.25,0.33,0.41,0.38,669,266,2.52,188.23%,16:14 ET
HPQ,18.91,Call,19,9/6/2019,1,0.05,0.07,0.08,0.09,1004,402,2.5,32.75%,16:02 ET
LULU,188.41,Put,165,9/6/2019,1,1.29,1.42,1.55,1.5,2319,926,2.5,232.61%,16:15 ET
AAL,27.69,Put,27.5,9/6/2019,1,0.15,0.16,0.16,0.13,1006,404,2.49,36.82%,16:03 ET
F,9.34,Call,9.5,9/13/2019,8,0.06,0.07,0.07,0.07,5184,2079,2.49,24.03%,16:13 ET
CSCO,48.42,Put,48.5,9/13/2019,8,0.63,0.64,0.65,0.62,525,212,2.48,20.64%,16:00 ET
NFLX,293.25,Put,292.5,9/13/2019,8,4.9,5,5.1,5.01,779,314,2.48,31.46%,16:13 ET
TGT,108.54,Call,109,9/6/2019,1,0.35,0.38,0.4,0.4,1076,433,2.48,26.41%,15:57 ET
AMD,31.5,Put,32.5,9/6/2019,1,1.01,1.04,1.06,1.06,1629,656,2.48,54.07%,16:14 ET
CIEN,39.62,Call,40,10/18/2019,43,1.53,1.59,1.64,1.57,1904,769,2.48,31.38%,16:00 ET
CCJ,9,Call,9,12/20/2019,106,0.75,0.78,0.8,0.75,2224,897,2.48,37.53%,16:14 ET
NFLX,293.25,Put,282.5,9/6/2019,1,0.16,0.18,0.2,0.16,2380,965,2.47,44.88%,16:14 ET
FB,190.9,Call,195,9/13/2019,8,1,1.04,1.07,1.07,7634,3091,2.47,22.80%,16:15 ET
MDB,150.44,Call,160,9/13/2019,8,1.6,1.65,1.7,1.51,503,205,2.45,52.91%,16:00 ET
WW,32.01,Call,34,9/6/2019,1,0,0.05,0.1,0.07,503,205,2.45,88.69%,14:09 ET
SHOP,392.72,Call,387.5,9/6/2019,1,7,7.1,7.2,6.6,682,278,2.45,41.08%,16:13 ET
NVDA,179.74,Call,180,9/13/2019,8,3.6,3.65,3.7,3.68,2988,1218,2.45,35.49%,16:14 ET
ROKU,166.93,Call,175,9/6/2019,1,0.26,0.31,0.35,0.32,8317,3394,2.45,71.70%,16:14 ET
AAPL,213.28,Call,212.5,9/13/2019,8,3.4,3.45,3.5,3.45,10429,4250,2.45,23.80%,16:15 ET
NFLX,293.25,Call,292.5,9/13/2019,8,5.7,5.83,5.95,5.84,1137,466,2.44,31.16%,16:15 ET
NVDA,179.74,Call,195,1/15/2021,498,27,27.35,27.7,27.01,1021,420,2.43,37.13%,14:45 ET
WMT,115.44,Put,116,9/6/2019,1,0.73,0.76,0.78,0.81,1494,614,2.43,20.02%,16:14 ET
AMD,31.5,Put,31.5,9/13/2019,8,0.79,0.8,0.81,0.79,4346,1788,2.43,42.86%,16:13 ET
ROKU,166.93,Call,175,9/13/2019,8,2.9,2.97,3.05,2.91,2046,847,2.42,60.35%,16:14 ET
CLDR,8.28,Call,8,9/20/2019,15,0.45,0.5,0.55,0.5,3273,1350,2.42,51.30%,16:14 ET
M,15.31,Put,16,9/13/2019,8,1.07,1.12,1.16,1.08,902,374,2.41,74.17%,16:10 ET
SBUX,95.56,Call,95.5,9/6/2019,1,0.49,0.51,0.53,0.49,1220,506,2.41,22.89%,16:14 ET
FDX,164.38,Call,157.5,9/6/2019,1,6.75,6.95,7.15,7.4,1942,806,2.41,78.65%,15:56 ET
NFLX,293.25,Put,290,9/13/2019,8,3.95,3.98,4,4,1566,653,2.4,32.10%,16:14 ET
BA,360.3,Call,362.5,9/6/2019,1,1.2,1.27,1.33,1.29,1855,773,2.4,29.30%,16:14 ET
PEP,135.98,Put,136,9/20/2019,15,1.68,1.71,1.75,1.39,563,237,2.38,13.07%,15:48 ET
FEYE,13.59,Put,12,12/20/2019,106,0.5,0.9,1.29,0.51,2590,1086,2.38,42.28%,16:07 ET
WORK,30.01,Call,30,10/18/2019,43,2.05,2.18,2.3,2.2,2601,1094,2.38,52.67%,16:14 ET
TEVA,6.89,Put,5.5,9/13/2019,8,0.01,0.03,0.05,0.03,610,257,2.37,104.07%,13:24 ET
CIEN,39.62,Put,34,9/6/2019,1,0,0.01,0.02,0.01,1312,554,2.37,128.99%,15:44 ET
SA,14.75,Call,16,10/18/2019,43,0.55,0.58,0.6,0.55,721,305,2.36,49.83%,15:45 ET
AMZN,1840.72,Call,1805,9/6/2019,1,35.7,36.68,37.65,36.59,1473,623,2.36,25.57%,16:14 ET
LULU,188.41,Put,180,9/6/2019,1,5.25,5.45,5.65,5.44,1747,741,2.36,235.02%,16:14 ET
ROKU,166.93,Call,165,9/13/2019,8,7,7.05,7.1,7.04,3780,1599,2.36,61.09%,16:14 ET
BMY,48.51,Put,47,9/13/2019,8,0.16,0.18,0.2,0.19,506,215,2.35,25.07%,14:38 ET
CVX,117.64,Call,160,1/15/2021,498,0.6,0.71,0.81,0.69,1010,430,2.35,15.72%,13:20 ET
SHOP,392.72,Call,395,9/6/2019,1,2.55,2.72,2.9,2.8,2033,866,2.35,46.49%,16:14 ET
WYNN,111.33,Call,113,9/6/2019,1,0.26,0.29,0.31,0.26,878,376,2.34,36.01%,16:12 ET
MU,49.03,Call,45,10/4/2019,29,5.2,5.38,5.55,5.75,1006,429,2.34,62.59%,10:49 ET
WFC,47.62,Call,47.5,9/6/2019,1,0.32,0.35,0.37,0.35,1043,446,2.34,28.64%,16:13 ET
AAL,27.69,Call,28,9/6/2019,1,0.11,0.11,0.12,0.12,1406,602,2.34,41.93%,16:14 ET
QCOM,78.99,Put,79,9/6/2019,1,0.55,0.58,0.61,0.55,543,233,2.33,33.18%,15:03 ET
JD,30.84,Put,30.5,9/6/2019,1,0.11,0.12,0.13,0.12,784,336,2.33,39.87%,16:12 ET
V,184.73,Put,182.5,9/6/2019,1,0.16,0.2,0.23,0.17,792,340,2.33,22.58%,16:13 ET
AMZN,1840.72,Put,1800,9/13/2019,8,6.95,7.2,7.45,7,851,365,2.33,20.23%,16:12 ET
GOOGL,1212.19,Call,1215,9/6/2019,1,3.6,3.8,4,3.8,687,296,2.32,19.94%,16:14 ET
AAPL,213.28,Put,210,9/13/2019,8,1.69,1.73,1.76,1.74,4924,2122,2.32,25.15%,16:15 ET
NFLX,293.25,Call,287.5,9/13/2019,8,8.75,9,9.25,9,558,242,2.31,32.51%,16:13 ET
NFLX,293.25,Call,297.5,9/13/2019,8,3.35,3.43,3.5,3.45,699,302,2.31,30.12%,16:14 ET
HPQ,18.91,Put,19,9/6/2019,1,0.13,0.15,0.16,0.14,724,314,2.31,22.37%,16:10 ET
SHOP,392.72,Call,385,9/6/2019,1,8.9,9.05,9.2,8.5,759,328,2.31,40.28%,16:13 ET
AEO,16.28,Put,16,9/13/2019,8,0.3,0.32,0.35,0.33,524,228,2.3,48.21%,15:51 ET
HD,228.15,Call,230,9/13/2019,8,1.52,1.61,1.69,1.62,999,434,2.3,17.69%,16:14 ET
C,66.34,Put,61.5,9/20/2019,15,0.23,0.25,0.26,0.2,1144,498,2.3,30.32%,10:56 ET
TWTR,45.3,Put,42.5,9/20/2019,15,0.34,0.35,0.36,0.34,1517,659,2.3,36.43%,16:14 ET
NIO,2.95,Call,3,9/27/2019,22,0.16,0.18,0.2,0.18,8598,3744,2.3,69.56%,15:54 ET
NVDA,179.74,Call,177.5,9/13/2019,8,4.95,5.05,5.15,5.05,2088,911,2.29,35.82%,16:14 ET
GPS,16.99,Call,17,9/20/2019,15,0.59,0.61,0.63,0.67,2205,963,2.29,48.63%,15:49 ET
CRWD,86.85,Call,85,9/6/2019,1,6.3,6.5,6.7,6.44,605,265,2.28,304.79%,16:14 ET
PVH,84.56,Call,85,10/18/2019,43,4.2,4.3,4.4,4.3,668,293,2.28,38.11%,16:14 ET
NVDA,179.74,Call,180,11/15/2019,71,12.65,12.8,12.95,12.79,1287,564,2.28,39.81%,16:07 ET
IBM,140.97,Call,141,9/13/2019,8,1.58,1.61,1.64,1.59,683,301,2.27,18.90%,16:13 ET
TSLA,229.58,Call,232.5,9/6/2019,1,0.86,0.89,0.91,0.86,8573,3770,2.27,41.12%,16:14 ET
PZZA,49.44,Call,52.5,1/17/2020,134,3.5,3.65,3.8,3.5,509,225,2.26,38.50%,14:23 ET
SHOP,392.72,Put,390,9/6/2019,1,2.7,2.83,2.95,2.92,757,335,2.26,50.76%,16:14 ET
T,35.89,Call,36.5,9/13/2019,8,0.08,0.08,0.09,0.09,3275,1449,2.26,13.90%,16:09 ET
WM,119.09,Put,115,4/17/2020,225,4,4.2,4.4,4.23,600,267,2.25,18.23%,15:29 ET
BABA,178.94,Put,180,9/13/2019,8,3.4,3.45,3.5,3.44,746,331,2.25,27.60%,16:14 ET
CHK,1.6,Put,1.5,9/6/2019,1,0.01,0.02,0.02,0.01,3034,1351,2.25,131.64%,16:13 ET
CGC,26.4,Call,30,9/20/2019,15,0.17,0.26,0.35,0.32,6202,2754,2.25,64.27%,15:56 ET
NEM,39.34,Call,43,3/20/2020,197,2,2.07,2.13,2.05,510,228,2.24,28.48%,12:48 ET
CAT,122.99,Call,124,9/13/2019,8,1.26,1.29,1.32,1.35,604,270,2.24,24.50%,16:09 ET
SHOP,392.72,Put,377.5,9/6/2019,1,0.5,0.58,0.65,0.55,675,302,2.24,58.64%,16:06 ET
LULU,188.41,Call,200,9/6/2019,1,4.05,4.15,4.25,4.15,4095,1827,2.24,215.88%,16:14 ET
AMZN,1840.72,Call,1840,9/6/2019,1,7.95,8.23,8.5,8.07,6014,2685,2.24,19.91%,16:14 ET
AMZN,1840.72,Call,1822.5,9/6/2019,1,19.75,20.6,21.45,21.75,721,323,2.23,26.25%,16:13 ET
TWTR,45.3,Call,45.5,9/6/2019,1,0.25,0.26,0.27,0.26,2524,1131,2.23,36.91%,16:14 ET
WORK,30.01,Put,32,9/20/2019,15,2.55,2.83,3.1,2.65,4437,1994,2.23,58.46%,16:13 ET
WORK,30.01,Call,30,9/20/2019,15,1.35,1.45,1.55,1.45,10535,4734,2.23,59.08%,16:14 ET
MCD,219.49,Put,210,9/13/2019,8,0.18,0.19,0.2,0.21,676,305,2.22,20.64%,14:59 ET
NFLX,293.25,Call,295,9/13/2019,8,4.45,4.53,4.6,4.52,1309,589,2.22,30.46%,16:14 ET
LULU,188.41,Call,195,9/6/2019,1,5.9,6.08,6.25,6.05,2067,931,2.22,223.93%,16:15 ET
WORK,30.01,Put,28,9/20/2019,15,0.6,0.63,0.65,0.65,2140,964,2.22,61.69%,16:14 ET
BAC,28.12,Put,27.5,9/13/2019,8,0.18,0.19,0.19,0.18,2704,1217,2.22,25.77%,16:14 ET
CREE,43.62,Call,48,9/20/2019,15,0.29,0.31,0.33,0.32,5460,2458,2.22,44.91%,16:14 ET
TSLA,229.58,Call,225,9/6/2019,1,5.15,5.25,5.35,5.15,7171,3229,2.22,44.29%,16:14 ET
VZ,58.59,Call,58.5,9/13/2019,8,0.56,0.58,0.59,0.59,665,301,2.21,15.32%,15:56 ET
MDCO,47.92,Call,48,10/18/2019,43,5.2,5.7,6.2,5.2,781,353,2.21,79.24%,15:31 ET
VZ,58.59,Call,59,9/6/2019,1,0.05,0.06,0.07,0.06,1178,536,2.2,16.39%,16:12 ET
LULU,188.41,Put,140,9/6/2019,1,0.08,0.09,0.1,0.09,2715,1236,2.2,251.98%,16:14 ET
WFC,47.62,Call,49,9/6/2019,1,0,0.02,0.03,0.01,2733,1244,2.2,29.79%,15:53 ET
ROKU,166.93,Call,170,9/13/2019,8,4.6,4.68,4.75,4.7,3625,1647,2.2,61.14%,16:15 ET
BYND,160.97,Put,152.5,9/13/2019,8,2.25,2.43,2.6,2.5,517,236,2.19,62.67%,16:14 ET
TTD,243.71,Call,242.5,9/6/2019,1,2.9,3,3.1,3,1429,652,2.19,46.05%,16:14 ET
V,184.73,Put,180,11/15/2019,71,5,5.1,5.2,5.05,4177,1911,2.19,23.31%,14:26 ET
CGC,26.4,Put,25.5,9/6/2019,1,0.03,0.08,0.12,0.11,706,324,2.18,76.32%,16:14 ET
BA,360.3,Put,352.5,9/6/2019,1,0.37,0.42,0.47,0.4,1409,645,2.18,35.87%,16:13 ET
MU,49.03,Call,50,9/13/2019,8,0.67,0.68,0.69,0.68,2238,1027,2.18,37.24%,16:14 ET
AMC,12.02,Call,11,9/6/2019,1,0.95,1.13,1.3,1,514,237,2.17,0.00%,16:09 ET
BAC,28.12,Call,29,10/4/2019,29,0.38,0.4,0.41,0.39,532,245,2.17,22.82%,16:08 ET
BABA,178.94,Call,182.5,9/13/2019,8,1.35,1.38,1.4,1.35,1341,620,2.16,25.73%,16:13 ET
LULU,188.41,Put,160,9/6/2019,1,0.86,0.9,0.93,0.86,2911,1346,2.16,231.46%,16:14 ET
WDC,61.95,Put,52.5,10/18/2019,43,0.75,0.82,0.89,0.81,3244,1505,2.16,49.24%,16:06 ET
UPWK,13.85,Call,17.5,1/17/2020,134,0.6,0.68,0.75,0.6,908,422,2.15,49.45%,14:18 ET
SQ,63.02,Put,61.5,9/6/2019,1,0.08,0.1,0.11,0.1,1182,550,2.15,43.20%,16:09 ET
TSLA,229.58,Put,227.5,9/6/2019,1,1.29,1.33,1.36,1.37,3171,1472,2.15,47.45%,16:14 ET
GE,8.81,Put,9,10/11/2019,36,0.48,0.51,0.54,0.51,550,257,2.14,37.57%,16:12 ET
PANW,212.05,Call,217.5,9/6/2019,1,0.23,0.36,0.49,0.3,727,340,2.14,42.34%,16:14 ET
