Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
MDR,5.01,Put,5.00,02/21/20,168,1.35,1.4,1.45,1.40,755,305,2.48,108.61%,"15:07 ET"
FB,187.95,Put,187.50,09/13/19,7,2.04,2.05,2.06,2.00,3315,1339,2.48,22.12%,"15:55 ET"
AMZN,1834.1,Put,1800.00,09/13/19,7,6.70,6.8,6.90,6.65,1086,439,2.47,19.28%,"15:56 ET"
SHOP,384.02,Call,390.00,09/06/19,0,0.00,0.03,0.05,0.05,1616,653,2.47,0.00%,"15:51 ET"
ADSK,151.11,Call,152.50,09/06/19,0,0.00,0.02,0.03,0.04,663,270,2.46,0.00%,"15:41 ET"
ZIOP,4.66,Call,5.50,09/20/19,14,0.00,0.08,0.15,0.10,802,328,2.45,96.25%,"15:12 ET"
AMZN,1834.1,Call,1855.00,09/06/19,0,0.01,0.03,0.04,0.04,1593,650,2.45,0.00%,"15:58 ET"
ROKU,170.02,Call,175.00,09/13/19,7,3.35,3.43,3.50,3.43,2621,1070,2.45,59.41%,"15:58 ET"
BA,362.9,Put,360.00,09/13/19,7,3.40,3.45,3.50,3.43,1960,804,2.44,23.85%,"16:00 ET"
PM,73.08,Call,72.50,10/18/19,42,2.61,2.64,2.67,2.73,2070,848,2.44,24.66%,"13:57 ET"
FB,187.95,Call,190.00,09/13/19,7,1.32,1.33,1.34,1.37,13865,5691,2.44,20.92%,"15:55 ET"
GS,207.45,Put,207.50,09/06/19,0,0.16,0.19,0.22,0.15,1502,618,2.43,0.00%,"15:55 ET"
SHOP,384.02,Call,390.00,09/13/19,7,5.10,5.2,5.30,5.00,592,245,2.42,37.86%,"15:59 ET"
NFLX,291.52,Put,415.00,10/18/19,42,123.15,123.6,124.05,123.35,725,300,2.42,57.60%,"15:50 ET"
AMZN,1834.1,Call,1830.00,10/18/19,42,59.20,59.48,59.75,59.68,740,306,2.42,22.29%,"15:58 ET"
ZM,86.96,Call,105.00,10/18/19,42,0.85,0.98,1.10,1.03,3379,1399,2.42,49.16%,"15:49 ET"
TWTR,45.6,Put,50.00,09/20/19,14,4.55,4.6,4.65,4.50,603,250,2.41,33.81%,"15:39 ET"
TWTR,45.6,Put,44.00,09/13/19,7,0.24,0.25,0.26,0.24,1453,603,2.41,32.20%,"15:47 ET"
JD,31.18,Call,31.00,09/13/19,7,0.61,0.62,0.62,0.60,2190,907,2.41,31.29%,"16:01 ET"
BHC,22.18,Call,22.50,09/06/19,0,0.00,0.02,0.03,0.03,683,284,2.4,0.00%,"12:42 ET"
CRM,151.76,Call,152.50,09/13/19,7,1.63,1.65,1.67,1.65,1553,648,2.4,22.36%,"15:49 ET"
ACB,6.1,Call,6.50,09/13/19,7,0.16,0.17,0.17,0.17,8049,3360,2.4,94.26%,"15:56 ET"
UBER,31.96,Call,32.00,10/18/19,42,1.65,1.7,1.75,1.50,646,270,2.39,33.94%,"13:43 ET"
SBUX,95.91,Put,96.00,09/06/19,0,0.14,0.17,0.19,0.15,1873,784,2.39,0.00%,"15:56 ET"
AMZN,1834.1,Call,1850.00,09/13/19,7,10.25,10.35,10.45,10.35,1970,823,2.39,16.44%,"15:59 ET"
BA,362.9,Call,362.50,09/06/19,0,0.46,0.51,0.55,0.60,2230,934,2.39,0.00%,"15:59 ET"
ROKU,170.02,Call,180.00,09/13/19,7,1.96,1.99,2.03,2.02,2617,1093,2.39,59.39%,"15:57 ET"
TSLA,228.59,Call,230.00,09/06/19,0,0.02,0.03,0.04,0.03,11628,4876,2.38,0.00%,"16:03 ET"
CCJ,9.04,Call,9.00,09/20/19,14,0.20,0.25,0.30,0.25,2629,1109,2.37,31.25%,"15:39 ET"
ALGN,175.59,Call,185.00,09/13/19,7,0.65,0.78,0.90,0.75,660,280,2.36,36.92%,"15:54 ET"
CC,14.6,Put,13.00,10/18/19,42,0.45,0.5,0.55,0.55,1000,423,2.36,63.95%,"15:18 ET"
AMZN,1834.1,Call,1847.50,09/06/19,0,0.03,0.04,0.04,0.04,1228,521,2.36,0.00%,"15:57 ET"
MO,44.09,Call,44.50,09/13/19,7,0.41,0.42,0.42,0.41,1300,552,2.36,24.10%,"15:51 ET"
BA,362.9,Put,362.50,09/06/19,0,0.18,0.21,0.23,0.21,2804,1186,2.36,0.00%,"15:59 ET"
AXL,7.65,Put,6.00,01/17/20,133,0.45,0.48,0.50,0.50,5005,2130,2.35,71.26%,"15:53 ET"
UNH,229.57,Call,230.00,09/13/19,7,2.46,2.5,2.53,2.50,683,292,2.34,21.01%,"15:48 ET"
FEYE,13.7,Call,14.50,09/13/19,7,0.09,0.18,0.27,0.09,699,300,2.33,45.49%,"15:51 ET"
SQ,62.34,Call,80.00,11/15/19,70,0.55,0.57,0.59,0.58,1761,757,2.33,43.24%,"15:57 ET"
TWTR,45.6,Call,45.50,09/06/19,0,0.05,0.06,0.06,0.05,3797,1628,2.33,0.00%,"15:49 ET"
LULU,202.72,Call,215.00,09/13/19,7,0.29,0.31,0.32,0.31,513,221,2.32,29.66%,"15:24 ET"
NFLX,291.52,Call,297.50,09/13/19,7,1.99,2.01,2.02,2.00,980,423,2.32,26.23%,"15:52 ET"
LOW,114.46,Call,115.00,09/13/19,7,1.14,1.15,1.17,1.17,1084,468,2.32,21.64%,"15:47 ET"
INTC,50.9,Call,51.00,09/13/19,7,0.62,0.63,0.63,0.62,2074,894,2.32,23.07%,"15:59 ET"
MNK,1.88,Call,2.00,09/20/19,14,0.35,0.38,0.40,0.35,719,311,2.31,271.52%,"15:50 ET"
AAPL,213.91,Call,215.00,09/06/19,0,0.00,0.01,0.01,0.02,40743,17615,2.31,0.00%,"15:57 ET"
MU,48.97,Put,49.50,09/06/19,0,0.48,0.5,0.52,0.52,1861,810,2.3,0.00%,"15:40 ET"
BIDU,102.99,Put,160.00,01/17/20,133,56.75,57,57.25,57.10,3251,1414,2.3,49.88%,"15:41 ET"
SLB,34.25,Put,33.50,09/06/19,0,0.00,0.01,0.02,0.01,510,224,2.28,0.00%,"14:47 ET"
BA,362.9,Put,365.00,09/06/19,0,2.06,2.16,2.25,2.19,1812,795,2.28,0.00%,"15:58 ET"
NFLX,291.52,Call,292.50,09/13/19,7,4.00,4.05,4.10,4.01,1586,698,2.27,27.07%,"15:52 ET"
NVDA,179.28,Call,180.00,09/13/19,7,2.86,2.87,2.88,2.90,3777,1663,2.27,32.59%,"15:53 ET"
OSTK,16.79,Call,18.00,09/06/19,0,0.00,0.05,0.10,0.03,505,223,2.26,0.00%,"11:26 ET"
UBER,31.96,Put,30.50,09/13/19,7,0.20,0.23,0.25,0.21,607,269,2.26,42.15%,"15:45 ET"
TGT,110,Call,125.00,01/17/20,133,2.25,2.28,2.30,2.28,998,442,2.26,25.80%,"16:00 ET"
CNC,45.98,Call,47.50,10/18/19,42,1.40,1.48,1.55,1.50,2554,1131,2.26,34.15%,"15:28 ET"
TSLA,228.59,Put,225.00,09/06/19,0,0.01,0.02,0.02,0.02,7323,3244,2.26,0.00%,"16:02 ET"
CGC,27.69,Put,26.00,09/13/19,7,0.31,0.32,0.33,0.32,703,313,2.25,63.62%,"16:02 ET"
TGT,110,Call,111.00,09/13/19,7,0.79,0.8,0.81,0.80,615,274,2.24,20.23%,"15:59 ET"
TGT,110,Put,109.00,09/13/19,7,0.84,0.86,0.87,0.86,1210,540,2.24,21.51%,"15:59 ET"
AMZN,1834.1,Call,1830.00,09/06/19,0,3.20,3.58,3.95,3.60,3502,1562,2.24,0.00%,"15:59 ET"
HD,231.14,Call,230.00,09/06/19,0,1.10,1.21,1.31,1.21,5410,2430,2.23,0.00%,"15:58 ET"
BYND,155.07,Put,149.00,09/06/19,0,0.00,0.05,0.10,0.06,1014,456,2.22,0.00%,"14:52 ET"
AMGN,207.57,Call,212.50,09/13/19,7,0.83,0.88,0.93,0.90,1682,758,2.22,22.66%,"15:50 ET"
TSLA,228.59,Put,230.00,09/06/19,0,1.75,1.92,2.08,1.90,5235,2355,2.22,0.00%,"16:02 ET"
OXY,45.53,Call,50.00,01/17/20,133,20.00,22.33,24.65,22.55,16000,7201,2.22,232.39%,"15:47 ET"
SPLK,111.09,Call,110.00,09/13/19,7,2.15,2.2,2.25,2.25,559,253,2.21,31.74%,"15:55 ET"
T,36.28,Call,39.00,11/15/19,70,0.17,0.18,0.18,0.17,799,361,2.21,14.50%,"15:59 ET"
LVS,56.47,Call,56.50,09/06/19,0,0.02,0.04,0.05,0.08,933,423,2.21,0.00%,"15:17 ET"
WFC,47.29,Put,44.00,09/20/19,14,0.08,0.08,0.09,0.11,2012,912,2.21,28.39%,"15:18 ET"
OXY,45.53,Call,45.00,01/17/20,133,24.90,27.2,29.50,25.25,8060,3651,2.21,250.91%,"15:47 ET"
JPM,112.67,Call,116.00,09/27/19,21,0.65,0.66,0.67,0.63,532,242,2.2,16.53%,"15:36 ET"
OXY,45.53,Call,47.50,01/17/20,133,22.50,24.08,25.65,24.20,800,364,2.2,245.00%,"15:50 ET"
TSLA,228.59,Put,225.00,09/13/19,7,3.30,3.35,3.40,3.38,1640,747,2.2,40.15%,"16:01 ET"
AMD,30.53,Put,32.00,09/13/19,7,1.67,1.68,1.69,1.67,2077,942,2.2,40.95%,"15:56 ET"
ALXN,103.5,Call,110.00,09/20/19,14,1.05,1.15,1.25,1.15,2215,1008,2.2,41.05%,"15:25 ET"
TLRY,32.16,Call,32.00,09/06/19,0,0.10,0.14,0.18,0.25,1007,459,2.19,0.00%,"16:01 ET"
TTD,236.14,Put,242.50,09/06/19,0,7.20,8.2,9.20,6.80,592,271,2.18,0.00%,"15:51 ET"
INTC,50.9,Put,50.50,09/06/19,0,0.00,0.01,0.02,0.01,973,447,2.18,0.00%,"15:40 ET"
AR,3.54,Put,2.50,01/17/20,133,0.20,0.25,0.30,0.30,1001,459,2.18,100.00%,"09:54 ET"
OXY,45.53,Call,55.00,01/17/20,133,15.05,17.43,19.80,17.10,32000,14690,2.18,187.14%,"15:47 ET"
BAC,27.66,Put,28.00,12/20/19,105,1.62,1.64,1.66,1.61,567,261,2.17,25.72%,"14:34 ET"
AEM,59.69,Put,60.00,10/18/19,42,2.65,2.67,2.69,2.71,745,344,2.17,32.65%,"15:52 ET"
TSM,43.79,Put,50.00,09/20/19,14,6.30,6.55,6.80,6.40,600,278,2.16,52.08%,"10:19 ET"
BIDU,102.99,Call,105.00,09/13/19,7,0.80,0.81,0.82,0.82,790,366,2.16,28.16%,"15:57 ET"
OXY,45.53,Call,60.00,11/15/19,70,10.10,12.45,14.80,11.75,800,372,2.15,203.51%,"15:50 ET"
CGC,27.69,Put,26.50,09/13/19,7,0.44,0.45,0.45,0.45,1207,562,2.15,62.79%,"16:02 ET"
BIDU,102.99,Put,130.00,09/20/19,14,26.70,26.92,27.15,27.10,1800,839,2.15,64.69%,"15:41 ET"
VZ,59.03,Call,59.00,09/06/19,0,0.05,0.06,0.07,0.05,1942,904,2.15,0.00%,"15:47 ET"
C,65.99,Put,66.00,09/06/19,0,0.04,0.05,0.05,0.07,2459,1144,2.15,0.00%,"16:01 ET"
OXY,45.53,Call,52.50,01/17/20,133,19.20,20.78,22.35,20.25,5600,2607,2.15,213.46%,"15:47 ET"
SNAP,16.58,Call,16.50,09/13/19,7,0.46,0.46,0.47,0.46,11295,5252,2.15,45.47%,"15:59 ET"
TSLA,228.59,Put,232.50,09/13/19,7,7.05,7.1,7.15,6.95,521,244,2.14,38.01%,"15:50 ET"
NFLX,291.52,Put,420.00,10/18/19,42,128.05,128.43,128.80,128.45,825,385,2.14,60.32%,"15:50 ET"
SKX,34.71,Call,35.00,10/18/19,42,1.65,1.7,1.75,1.70,2650,1241,2.14,38.91%,"15:55 ET"
ETN,83.28,Call,85.00,09/20/19,14,0.50,0.55,0.60,0.53,2754,1287,2.14,17.48%,"15:43 ET"
ZM,86.96,Put,89.00,09/06/19,0,1.90,2.15,2.40,2.17,715,335,2.13,0.00%,"15:48 ET"
AAPL,213.91,Put,215.00,09/06/19,0,1.03,1.09,1.15,1.02,6140,2878,2.13,0.00%,"15:55 ET"
APHA,7.08,Call,7.50,09/13/19,7,0.05,0.08,0.10,0.07,568,268,2.12,53.37%,"15:57 ET"
WYNN,111.85,Call,113.00,09/20/19,14,2.56,2.58,2.60,2.61,596,281,2.12,35.55%,"15:49 ET"
HD,231.14,Put,227.50,09/06/19,0,0.00,0.02,0.04,0.01,699,329,2.12,0.00%,"15:34 ET"
CLDR,8.85,Call,9.00,09/20/19,14,0.25,0.28,0.30,0.28,1432,675,2.12,49.77%,"15:55 ET"
IQ,18.2,Put,18.00,09/06/19,0,0.00,0.01,0.01,0.01,1487,703,2.12,0.00%,"16:00 ET"
ZM,86.96,Put,105.00,10/18/19,42,20.30,20.7,21.10,20.50,2722,1281,2.12,67.74%,"15:11 ET"
FB,187.95,Put,185.00,09/13/19,7,1.19,1.19,1.20,1.20,4421,2085,2.12,23.76%,"15:53 ET"
CGC,27.69,Call,26.50,09/13/19,7,1.50,1.52,1.53,1.63,676,320,2.11,58.89%,"15:40 ET"
V,186.28,Put,185.00,09/13/19,7,1.28,1.3,1.31,1.27,2072,982,2.11,18.31%,"15:39 ET"
MU,48.97,Put,49.00,09/06/19,0,0.07,0.08,0.09,0.07,4286,2027,2.11,0.00%,"15:51 ET"
GOOGL,1209.99,Call,1215.00,09/06/19,0,0.00,0.08,0.15,0.08,827,393,2.1,0.00%,"15:56 ET"
MU,48.97,Put,49.00,09/20/19,14,1.32,1.33,1.34,1.36,1188,566,2.1,35.67%,"15:47 ET"
NFLX,291.52,Call,287.50,09/06/19,0,3.95,4.1,4.25,3.97,2297,1092,2.1,0.00%,"15:52 ET"
WETF,4.99,Call,6.00,12/20/19,105,0.20,0.23,0.25,0.20,5378,2562,2.1,47.76%,"15:02 ET"
CRWD,76.2,Call,80.00,09/20/19,14,2.05,2.13,2.20,2.20,745,357,2.09,63.56%,"15:51 ET"
MO,44.09,Call,43.50,09/20/19,14,0.96,1.03,1.09,1.07,869,415,2.09,21.10%,"15:38 ET"
GOOGL,1209.99,Call,1210.00,09/06/19,0,0.50,0.5,0.50,0.40,1497,715,2.09,0.00%,"15:58 ET"
AMZN,1834.1,Call,1860.00,09/06/19,0,0.01,0.01,0.01,0.03,3209,1539,2.09,0.00%,"15:57 ET"
DOCU,55.9,Call,60.00,09/20/19,14,0.30,0.32,0.35,0.31,12242,5847,2.09,37.23%,"15:52 ET"
MRO,12.43,Put,12.50,09/06/19,0,0.04,0.06,0.07,0.07,897,431,2.08,0.00%,"15:22 ET"
TSLA,228.59,Put,222.50,09/06/19,0,0.01,0.03,0.05,0.02,3067,1478,2.08,0.00%,"15:51 ET"
AMZN,1834.1,Call,1880.00,09/06/19,0,0.00,0.01,0.01,0.01,807,390,2.07,0.00%,"15:29 ET"
C,65.99,Call,66.50,09/06/19,0,0.00,0.02,0.03,0.01,2429,1174,2.07,0.00%,"16:00 ET"
NVDA,179.28,Put,177.50,09/06/19,0,0.01,0.02,0.03,0.01,5108,2471,2.07,0.00%,"15:48 ET"
SHOP,384.02,Put,390.00,09/06/19,0,6.90,7.4,7.90,7.27,763,370,2.06,0.00%,"15:57 ET"
PII,81.3,Put,80.00,09/20/19,14,1.85,2,2.15,1.55,909,441,2.06,32.42%,"14:47 ET"
SHOP,384.02,Call,395.00,09/06/19,0,0.00,0.03,0.05,0.02,1065,516,2.06,0.00%,"15:57 ET"
UNH,229.57,Call,232.50,09/06/19,0,0.00,0.03,0.05,0.01,1836,893,2.06,0.00%,"15:22 ET"
MO,44.09,Call,44.00,09/13/19,7,0.63,0.65,0.66,0.65,6292,3049,2.06,24.67%,"15:49 ET"
ROKU,170.02,Call,170.00,09/13/19,7,5.45,5.5,5.55,5.55,4998,2433,2.05,60.24%,"15:58 ET"
NFLX,291.52,Put,295.00,09/13/19,7,6.15,6.2,6.25,6.25,843,413,2.04,27.45%,"15:51 ET"
LYFT,44.97,Put,45.50,09/13/19,7,1.55,1.6,1.65,1.55,1584,776,2.04,50.92%,"15:40 ET"
NFLX,291.52,Put,287.50,09/06/19,0,0.01,0.02,0.02,0.02,5218,2555,2.04,0.00%,"15:51 ET"
GPS,16.82,Put,16.50,09/13/19,7,0.38,0.4,0.41,0.37,1015,499,2.03,55.76%,"14:28 ET"
OXY,45.53,Call,60.00,01/17/20,133,12.20,12.95,13.70,12.15,1120,552,2.03,150.89%,"15:50 ET"
ZM,86.96,Put,90.00,09/06/19,0,3.00,3.15,3.30,3.00,1295,637,2.03,0.00%,"15:46 ET"
BIDU,102.99,Call,103.00,09/06/19,0,0.07,0.08,0.09,0.10,1806,888,2.03,0.00%,"15:58 ET"
PCG,10.07,Call,11.00,09/20/19,14,0.52,0.58,0.64,0.59,3740,1841,2.03,119.79%,"15:50 ET"
AAOI,10.26,Call,10.00,09/06/19,0,0.02,0.23,0.44,0.02,525,260,2.02,0.00%,"15:22 ET"
WORK,27.65,Put,28.00,10/18/19,42,2.15,2.2,2.25,2.15,812,402,2.02,53.77%,"15:51 ET"
ZM,86.96,Call,100.00,10/18/19,42,1.65,1.73,1.80,1.75,877,434,2.02,49.18%,"15:52 ET"
OXY,45.53,Call,65.00,01/17/20,133,5.00,7.38,9.75,7.70,6402,3173,2.02,119.86%,"15:47 ET"
BIDU,102.99,Put,165.00,01/17/20,133,61.70,62.05,62.40,62.10,1200,596,2.01,52.74%,"15:41 ET"
WYNN,111.85,Call,112.00,09/13/19,7,1.94,1.96,1.98,1.98,570,285,2,33.04%,"15:50 ET"
BIDU,102.99,Put,230.00,01/17/20,133,126.80,127,127.20,127.15,900,449,2,83.66%,"15:41 ET"
BIDU,102.99,Put,170.00,09/20/19,14,66.80,66.98,67.15,67.25,1504,753,2,133.98%,"15:41 ET"
OXY,45.53,Call,42.50,01/17/20,133,29.60,30.9,32.20,31.30,1600,801,2,326.86%,"15:50 ET"
BHC,22.18,Call,23.00,09/13/19,7,0.09,0.1,0.10,0.10,589,296,1.99,29.71%,"15:57 ET"
TSLA,228.59,Put,215.00,09/13/19,7,1.05,1.07,1.08,1.06,1212,608,1.99,43.59%,"16:01 ET"
LULU,202.72,Call,210.00,09/06/19,0,0.00,0.01,0.02,0.01,4304,2162,1.99,0.00%,"15:49 ET"
FB,187.95,Put,190.00,09/06/19,0,1.95,2.06,2.16,1.88,4810,2419,1.99,0.00%,"15:55 ET"
LULU,202.72,Put,185.00,09/13/19,7,0.10,0.12,0.13,0.12,735,372,1.98,36.02%,"15:29 ET"
AAPL,213.91,Call,230.00,09/27/19,21,0.35,0.36,0.37,0.37,1024,518,1.98,20.66%,"15:52 ET"
V,186.28,Put,175.00,03/20/20,196,7.00,7.05,7.10,7.05,1213,613,1.98,23.97%,"15:48 ET"
HPQ,19.15,Call,20.00,02/21/20,168,0.93,0.95,0.96,0.93,2220,1124,1.98,23.40%,"15:15 ET"
AIMT,20.82,Call,30.00,09/20/19,14,0.40,0.45,0.50,0.50,4796,2423,1.98,163.07%,"15:37 ET"
WPM,28.92,Call,30.00,09/27/19,21,0.59,0.62,0.64,0.60,1558,789,1.97,36.92%,"15:47 ET"
AMRN,16.27,Call,20.00,11/15/19,70,1.30,1.41,1.52,1.40,3383,1716,1.97,91.19%,"15:05 ET"
AMZN,1834.1,Call,1840.00,09/13/19,7,14.65,14.78,14.90,14.72,1001,510,1.96,16.78%,"15:58 ET"
COST,304.14,Call,307.50,09/06/19,0,0.00,0.02,0.03,0.01,1381,703,1.96,0.00%,"16:03 ET"
GOOGL,1209.99,Put,1200.00,09/06/19,0,0.00,0.03,0.05,0.04,614,315,1.95,0.00%,"15:55 ET"
TWTR,45.6,Call,47.00,11/15/19,70,2.97,2.98,2.99,3.02,853,437,1.95,44.72%,"15:22 ET"
ADBE,286.44,Call,290.00,09/06/19,0,0.01,0.02,0.03,0.01,1028,527,1.95,0.00%,"15:49 ET"
ULTA,234.95,Put,320.00,09/20/19,14,86.20,86.5,86.80,86.10,1291,663,1.95,92.92%,"16:01 ET"
TWTR,45.6,Put,45.00,09/06/19,0,0.00,0.01,0.01,0.01,2590,1329,1.95,0.00%,"13:53 ET"
OXY,45.53,Call,57.50,01/17/20,133,12.50,14.85,17.20,14.55,4000,2047,1.95,168.03%,"15:47 ET"
MPC,52.65,Call,65.00,01/15/21,497,3.85,4.03,4.20,4.05,500,258,1.94,30.97%,"12:09 ET"
BP,37.4,Call,37.50,09/13/19,7,0.25,0.26,0.27,0.26,899,464,1.94,14.54%,"15:52 ET"
TGT,110,Put,110.00,09/20/19,14,1.83,1.85,1.86,1.83,902,466,1.94,21.58%,"15:49 ET"
NFLX,291.52,Put,292.50,09/13/19,7,4.85,4.9,4.95,4.90,984,507,1.94,28.04%,"15:52 ET"
OXY,45.53,Call,62.50,01/17/20,133,7.50,9.88,12.25,10.60,1280,659,1.94,141.68%,"15:50 ET"
ROKU,170.02,Put,165.00,09/13/19,7,3.40,3.45,3.50,3.45,2106,1085,1.94,59.72%,"15:56 ET"
CLDR,8.85,Call,8.50,09/20/19,14,0.50,0.55,0.60,0.55,2207,1138,1.94,50.58%,"15:59 ET"
MO,44.09,Call,45.00,09/20/19,14,0.35,0.39,0.42,0.40,7398,3810,1.94,21.91%,"15:51 ET"
VZ,59.03,Put,59.00,09/20/19,14,0.60,0.61,0.62,0.60,796,415,1.92,13.63%,"15:46 ET"
NTES,281.19,Call,275.00,09/06/19,0,4.50,4.9,5.30,6.00,998,521,1.92,0.00%,"15:39 ET"
SIG,14.07,Call,14.50,09/06/19,0,0.00,0.03,0.05,0.05,625,328,1.91,0.00%,"13:57 ET"
BYND,155.07,Put,147.00,09/06/19,0,0.00,0.03,0.05,0.05,829,434,1.91,0.00%,"13:41 ET"
GOOG,1209.27,Put,1205.00,09/06/19,0,0.00,0.05,0.10,0.05,880,464,1.9,0.00%,"15:57 ET"
MDCO,47.93,Put,28.00,01/17/20,133,1.50,2.05,2.60,1.90,1019,535,1.9,95.67%,"14:12 ET"
AMZN,1834.1,Call,1852.50,09/06/19,0,0.00,0.02,0.03,0.01,1077,567,1.9,0.00%,"15:58 ET"
TWTR,45.6,Call,45.50,09/20/19,14,1.13,1.13,1.14,1.21,1218,642,1.9,32.37%,"15:12 ET"
NVDA,179.28,Call,177.50,09/13/19,7,4.15,4.2,4.25,4.25,2191,1156,1.9,33.15%,"15:53 ET"
LULU,202.72,Call,200.00,09/06/19,0,2.63,2.76,2.89,2.80,7512,3959,1.9,0.00%,"15:49 ET"
HD,231.14,Call,240.00,09/13/19,7,0.31,0.33,0.36,0.32,661,349,1.89,20.83%,"15:57 ET"
TSLA,228.59,Put,235.00,09/13/19,7,8.75,8.8,8.85,8.65,693,366,1.89,38.26%,"15:58 ET"
AAPL,213.91,Call,215.00,10/11/19,35,5.90,5.95,6.00,5.95,805,425,1.89,23.70%,"15:55 ET"
BIDU,102.99,Put,150.00,09/20/19,14,46.75,46.95,47.15,47.15,1500,792,1.89,100.09%,"15:41 ET"
LULU,202.72,Call,200.00,09/20/19,14,6.15,6.2,6.25,6.20,3803,2008,1.89,28.85%,"15:49 ET"
AMD,30.53,Call,31.00,09/13/19,7,0.51,0.52,0.52,0.52,7039,3732,1.89,42.98%,"15:58 ET"
NFLX,291.52,Call,287.50,09/13/19,7,7.00,7.05,7.10,6.96,686,364,1.88,28.21%,"15:52 ET"
PCG,10.07,Put,10.00,09/13/19,7,0.55,0.61,0.67,0.60,4473,2383,1.88,114.91%,"15:51 ET"
ZM,86.96,Call,91.00,09/13/19,7,0.85,0.88,0.90,0.94,793,425,1.87,50.73%,"15:40 ET"
ULTA,234.95,Call,235.00,09/06/19,0,0.00,0.05,0.10,0.05,826,441,1.87,0.00%,"16:01 ET"
BSX,43.58,Call,47.00,01/15/21,497,3.85,4.03,4.20,3.98,713,383,1.86,23.99%,"14:37 ET"
OXY,45.53,Call,65.00,11/15/19,70,4.90,7.2,9.50,7.85,800,429,1.86,167.70%,"15:50 ET"
ZNGA,5.87,Call,6.00,09/13/19,7,0.07,0.09,0.10,0.09,787,425,1.85,45.44%,"15:35 ET"
NVDA,179.28,Call,187.50,09/13/19,7,0.62,0.63,0.63,0.65,1440,777,1.85,31.72%,"15:50 ET"
TWTR,45.6,Put,45.00,10/18/19,42,1.80,1.81,1.81,1.76,2672,1443,1.85,34.08%,"15:40 ET"
F,9.34,Put,9.50,09/13/19,7,0.21,0.22,0.22,0.22,2747,1483,1.85,27.18%,"15:35 ET"
TGT,110,Call,110.00,09/06/19,0,0.02,0.04,0.06,0.04,5935,3214,1.85,0.00%,"16:02 ET"
MSFT,139.55,Call,139.00,09/06/19,0,0.60,0.63,0.65,0.56,8900,4808,1.85,0.00%,"15:51 ET"
FB,187.95,Put,185.00,09/06/19,0,0.00,0.01,0.01,0.01,9452,5125,1.84,0.00%,"15:48 ET"
BIDU,102.99,Put,103.00,09/06/19,0,0.12,0.14,0.15,0.10,603,330,1.83,0.00%,"15:56 ET"
MIK,7.69,Call,5.00,01/17/20,133,2.95,3.08,3.20,3.00,590,325,1.82,79.04%,"15:27 ET"
EZPW,7.86,Put,2.50,03/20/20,196,0.00,0.03,0.05,0.04,2800,1540,1.82,88.21%,"11:00 ET"
CGC,27.69,Call,28.50,09/13/19,7,0.47,0.48,0.49,0.49,1233,682,1.81,52.67%,"15:59 ET"
NVDA,179.28,Call,177.50,09/06/19,0,1.53,1.61,1.69,1.65,4403,2434,1.81,0.00%,"15:53 ET"
C,65.99,Call,69.00,09/20/19,14,0.19,0.2,0.20,0.21,557,309,1.8,21.16%,"15:37 ET"
ADBE,286.44,Call,290.00,09/13/19,7,1.88,1.9,1.92,1.92,632,351,1.8,21.26%,"15:57 ET"
T,36.28,Put,36.00,10/04/19,28,0.49,0.5,0.51,0.49,686,382,1.8,16.05%,"15:26 ET"
AMZN,1834.1,Call,1835.00,09/13/19,7,16.90,17.13,17.35,17.00,742,412,1.8,16.70%,"15:59 ET"
AMZN,1834.1,Call,1880.00,09/13/19,7,3.10,3.18,3.25,3.10,803,445,1.8,16.38%,"15:57 ET"
BAC,27.66,Call,28.00,09/27/19,21,0.45,0.46,0.46,0.46,5487,3049,1.8,22.42%,"15:57 ET"
GOLD,17.9,Call,18.50,09/13/19,7,0.14,0.15,0.15,0.14,591,330,1.79,35.66%,"15:54 ET"
TWTR,45.6,Put,44.50,09/20/19,14,0.69,0.7,0.70,0.66,630,351,1.79,32.16%,"15:16 ET"
CRWD,76.2,Call,80.00,10/18/19,42,4.60,4.7,4.80,4.62,749,419,1.79,60.47%,"15:30 ET"
HES,64.24,Put,57.50,10/18/19,42,0.99,1.02,1.04,0.95,16002,8922,1.79,40.21%,"14:18 ET"
CTXS,94.75,Call,95.00,09/06/19,0,0.00,0.05,0.10,0.10,506,284,1.78,0.00%,"11:55 ET"
BA,362.9,Call,362.50,09/13/19,7,4.90,4.95,5.00,4.90,544,306,1.78,23.31%,"15:57 ET"
ZM,86.96,Call,95.00,10/18/19,42,2.65,2.78,2.90,2.66,1633,917,1.78,47.28%,"15:44 ET"
CRWD,76.2,Call,76.00,09/06/19,0,0.20,0.28,0.35,0.23,1790,1004,1.78,0.00%,"15:43 ET"
DIS,139.67,Call,139.00,09/13/19,7,1.66,1.67,1.69,1.65,2313,1303,1.78,16.77%,"15:52 ET"
TLRY,32.16,Call,34.00,09/13/19,7,0.75,0.77,0.79,0.75,623,351,1.77,79.87%,"16:00 ET"
MU,48.97,Put,49.00,09/13/19,7,0.92,0.94,0.95,0.95,905,511,1.77,34.92%,"15:51 ET"
UNH,229.57,Call,232.50,09/13/19,7,1.44,1.46,1.48,1.50,635,360,1.76,21.03%,"15:46 ET"
